,part_id,question_id,membership_guid,question,comment_id,date,rationale,answer_probability,answer_text,answer_consensus,accuracy
35400,35400,686,aee5657219f670c8004e133e966c7ae710766225,Which party will win the most seats in Israel's legislative election?,173529,2019-08-15T18:54:20Z,"aee5657219f670c8004e133e966c7ae710766225: Likud, 0.46 probability
aee5657219f670c8004e133e966c7ae710766225: Blue and White,  0.43 probability
aee5657219f670c8004e133e966c7ae710766225: Some other party,  0.01 probability
aee5657219f670c8004e133e966c7ae710766225: There will be a tie between two or more parties,  0.1 probability
aee5657219f670c8004e133e966c7ae710766225: With elections a couple of short months away, there have been in-depth polls in Israel to assess the public's attitudes. However, so far these polls are showing little insight, other than a member of either the Likud or the Blue and White parties will win. They are nearly tied, with all other parties far behind.
<a target=""_blank"" href=""https://www.bloomberg.com/news/articles/2019-06-26/israel-s-ehud-barak-returns-to-politics-at-head-of-new-party?srnd=premium-middle-east"">https://www.bloomberg.com/news/articles/2019-06-26/israel-s-ehud-barak-returns-to-politics-at-head-of-new-party?srnd=premium-middle-east</a>
 [UPDATE:] 
aee5657219f670c8004e133e966c7ae710766225: Likud, 0.48 probability
aee5657219f670c8004e133e966c7ae710766225: Blue and White,  0.41 probability
aee5657219f670c8004e133e966c7ae710766225: Some other party,  0.01 probability
aee5657219f670c8004e133e966c7ae710766225: There will be a tie between two or more parties,  0.1 probability
aee5657219f670c8004e133e966c7ae710766225: I am adjusting my prediction slightly to reflect the growing support of Netanyahu and his Likud party. However it still remains a close race.
 [UPDATE:] 
aee5657219f670c8004e133e966c7ae710766225: Likud, 0.5 probability
aee5657219f670c8004e133e966c7ae710766225: Blue and White,  0.46 probability
aee5657219f670c8004e133e966c7ae710766225: Some other party,  0.01 probability
aee5657219f670c8004e133e966c7ae710766225: There will be a tie between two or more parties,  0.03 probability
aee5657219f670c8004e133e966c7ae710766225: I'm adjusting my prediction slightly to reflect the continued closeness of the election and doubt that there will be a tie. Statistically, even though the race is close a tie would still be unlikely. The only reason I think the Likud party has a better chance is because they currently occupy more seats in the government. <a target=""_blank"" href=""https://en.wikipedia.org/wiki/September_2019_Israeli_legislative_electionhttps://www.reuters.com/article/us-israel-election-parties-explainer/explainer-israeli-election-with-the-final-count-in-who-won-and-who-lost-idUSKCN1RO1IC"">https://en.wikipedia.org/wiki/September_2019_Israeli_legislative_electionhttps://www.reuters.com/article/us-israel-election-parties-explainer/explainer-israeli-election-with-the-final-count-in-who-won-and-who-lost-idUSKCN1RO1IC</a>
 [UPDATE:] 
aee5657219f670c8004e133e966c7ae710766225: Likud, 0.45 probability
aee5657219f670c8004e133e966c7ae710766225: Blue and White,  0.39 probability
aee5657219f670c8004e133e966c7ae710766225: Some other party,  0.01 probability
aee5657219f670c8004e133e966c7ae710766225: The Likud and Blue and White parties are still basically tied when considering the margin of error. With the snap elections coming quickly, I have to adjust my prediction for the much-greater chance that there will be a tie.","[0.45, 0.39, 0.01]","['Likud', 'Blue and White', 'Some other party']","[0, 1, 0]",0.191566667
46374,46374,753,4b0b4f34933445e789e25f7115f77e5b3eacc4ca,Who will win Argentina's presidential election?,170326,2019-08-06T17:37:13Z,"4b0b4f34933445e789e25f7115f77e5b3eacc4ca: Mauricio Macri, 0.5 probability
4b0b4f34933445e789e25f7115f77e5b3eacc4ca: Alberto Fernández,  0.4 probability
4b0b4f34933445e789e25f7115f77e5b3eacc4ca: Roberto Lavagna,  0.04 probability
4b0b4f34933445e789e25f7115f77e5b3eacc4ca: Nicolás del Caño,  0.04 probability
4b0b4f34933445e789e25f7115f77e5b3eacc4ca: Someone else,  0.02 probability
4b0b4f34933445e789e25f7115f77e5b3eacc4ca: Economically, Argentina is experiencing some issues with inflation and bond rates. The country does however have hope residing in Mauricio Macri being reelected. The runners up especially Fernandez, are likely to give their best efforts to oppose what Macri is doing. Fernandez is definitely raising some eyebrows and catching the attention of the citizens of Argentina. Macri is just ahead in polls. Source: (<a target=""_blank"" href=""https://www.batimes.com.ar/news/opinion-and-analysis/things-are-looking-up-for-macri.phtml"">https://www.batimes.com.ar/news/opinion-and-analysis/things-are-looking-up-for-macri.phtml</a>). (<a target=""_blank"" href=""https://www.forbes.com/sites/kenrapoza/2019/07/19/has-argentinas-embattled-president-macri-finally-bottomed-out/#4e914ef2523e"">https://www.forbes.com/sites/kenrapoza/2019/07/19/has-argentinas-embattled-president-macri-finally-bottomed-out/#4e914ef2523e</a>)","[0.5, 0.4, 0.04, 0.04, 0.02]","['Mauricio Macri', 'Alberto Fernández', 'Roberto Lavagna', 'Nicolás del Caño', 'Someone else']","[0, 1, 0, 0, 0]",0.12272
60190,60190,858,2a20ac08d69609b0dc4d8870ae666375c8e97ec0,"On 1 October 2019, how many of China's big three major wireless telecom network operators will offer commercial 5G service?",181854,2019-09-10T18:12:02Z,"2a20ac08d69609b0dc4d8870ae666375c8e97ec0: 0, 0.95 probability
2a20ac08d69609b0dc4d8870ae666375c8e97ec0: 1,  0.05 probability
2a20ac08d69609b0dc4d8870ae666375c8e97ec0: 2,  0.0 probability
2a20ac08d69609b0dc4d8870ae666375c8e97ec0: 3,  0.0 probability
2a20ac08d69609b0dc4d8870ae666375c8e97ec0: While 5G devices are rolling out to consumers in China, no telecom companies currently offer 5G. The earliest they see 5G being available is the beginning of October. I highly doubt they'll be any 5G networks available on October 1st.
<a target=""_blank"" href=""https://www.theverge.com/2019/8/5/20754503/zte-axon-10-pro-5g-china-release-date-news-features"">https://www.theverge.com/2019/8/5/20754503/zte-axon-10-pro-5g-china-release-date-news-features</a>
 [UPDATE:] 
2a20ac08d69609b0dc4d8870ae666375c8e97ec0: 0, 0.95 probability
2a20ac08d69609b0dc4d8870ae666375c8e97ec0: 1,  0.05 probability
2a20ac08d69609b0dc4d8870ae666375c8e97ec0: 2,  0.0 probability
2a20ac08d69609b0dc4d8870ae666375c8e97ec0: 3,  0.0 probability
2a20ac08d69609b0dc4d8870ae666375c8e97ec0: Update: I'm keeping my prediction the same as I'm very doubtful any of the big 3 telecom network operators will have their 5G services ready by October 1","[0.95, 0.05, 0.0, 0.0]","['0', '1', '2', '3']","[1, 0, 0, 0]",0.00125
59771,59771,854,9383e3a3f1b5217a897af0e0844a33f8b78ba040,What will be the recorded level of stored water as a percentage total capacity for the Voëlvlei dam in South Africa for the week of 11 November 2019?,180880,2019-09-07T17:47:08Z,"9383e3a3f1b5217a897af0e0844a33f8b78ba040: Less than 80, 0.3 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: Between 80 and 84, inclusive,  0.35 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: More than 84 but less than 90,  0.35 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: Between 90 and 94, inclusive,  0.0 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: More than 94,  0.0 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: The dam's levels have stayed in the 87% range lately. In 2018 drastic action was needed there after three years of poor rainfall. They reduced demand though several measures, but demand is set to reach 17.7 billion m3's by 2030, up from 13.4 billion m3 in 2016, which is more than the country is able to allocate. It depends on how much rain the area gets , but the level should stay close to it's recent levels. 


<a target=""_blank"" href=""https://www.weforum.org/agenda/2019/08/cape-town-was-90-days-away-from-running-out-of-water-heres-how-it-averted-the-crisis/"">https://www.weforum.org/agenda/2019/08/cape-town-was-90-days-away-from-running-out-of-water-heres-how-it-averted-the-crisis/</a>","[0.3, 0.35, 0.35, 0.0, 0.0]","['Less than 80', 'Between 80 and 84, inclusive', 'More than 84 but less than 90', 'Between 90 and 94, inclusive', 'More than 94']","[0, 0, 0, 1, 0]",0.267
54322,54322,815,42100eb5c464a8b00675f13a22f6d2e0810745ce,"Will Iran experience a new internet disruption between 15 August 2019 and 29 November 2019, according to NetBlocks?",174837,2019-08-20T17:45:33Z,"42100eb5c464a8b00675f13a22f6d2e0810745ce: Yes, 0.7 probability
42100eb5c464a8b00675f13a22f6d2e0810745ce: No, 0.30000000000000004 probability
42100eb5c464a8b00675f13a22f6d2e0810745ce: It is very likely that another major Internet disruption will occur within this time frame. Iran is using nationwide blocking of certain content and ports as a tool to suppress information flow. I do not see any reason to expect this to change any time soon.","[0.7,0.30000000000000004]","['Yes', 'No']",[1],0.18
1583,1583,505,236a642147b81d5f7383dec92697b86181d9b1d0,Will France's President Emmanuel Macron experience a significant leadership disruption between 3 April 2019 and 29 November 2019?,131055,2019-04-04T17:33:59Z,"236a642147b81d5f7383dec92697b86181d9b1d0: Yes, 0.04 probability
236a642147b81d5f7383dec92697b86181d9b1d0: No, 0.96 probability
236a642147b81d5f7383dec92697b86181d9b1d0: Emmanuel Macron is not with out controversy and critics, but I don't think his problems are so great that he will experience a forceful leadership disruption. The yellow vest protests aired grievances against Macron but appears to be running out of steam lately. Macron responded to the grievances in small part and this appears to have quelled some of the anger by a degree (<a target=""_blank"" href=""https://www.washingtonpost.com/business/how-yellow-vest-protests-swelled-into-risk-for-macron/2019/04/03/9ac223a0-565c-11e9-aa83-504f086bf5d6_story.html?utm_term=.d1c142b6d063"">https://www.washingtonpost.com/business/how-yellow-vest-protests-swelled-into-risk-for-macron/2019/04/03/9ac223a0-565c-11e9-aa83-504f086bf5d6_story.html?utm_term=.d1c142b6d063</a>). Macron's popularity in polls have recently dropped again from the small recovery he had in February (<a target=""_blank"" href=""https://www.express.co.uk/news/world/1105521/emmanuel-macron-news-france-popularity-drop-yellow-vest-crisis-latest"">https://www.express.co.uk/news/world/1105521/emmanuel-macron-news-france-popularity-drop-yellow-vest-crisis-latest</a>) but is still above his lowest approval rating.","[0.04,0.96]","['Yes', 'No']",[0],0.0032
16108,16108,560,8825f0de9ff972d9d4de273ec4ff58d3578be7ca,"Before 30 July 2019, will a merger, acquisition, and/or joint venture agreement be announced between Telecom Italia and Open Fiber?",148026,2019-05-29T23:13:41Z,"8825f0de9ff972d9d4de273ec4ff58d3578be7ca: Yes, 0.6 probability
8825f0de9ff972d9d4de273ec4ff58d3578be7ca: No, 0.4 probability
8825f0de9ff972d9d4de273ec4ff58d3578be7ca: According to the Reuter's article Telecom Italia has tried multiple times over the last decade to merger its company with a fiber telecom company but none were successful. The company is large, employing 50,000 people and worth 18 million. But since it runs only copper telecom communications it will need to change over and adopt the current fiber technology as it has been attempting to.
 [UPDATE:] 
8825f0de9ff972d9d4de273ec4ff58d3578be7ca: Yes, 0.6 probability
8825f0de9ff972d9d4de273ec4ff58d3578be7ca: No, 0.4 probability
8825f0de9ff972d9d4de273ec4ff58d3578be7ca: According to a May 25th article from Reuters one of the major holders of Open Fiber is considering making a deal with Telecom Italia. The Italian telecom company has said the the deal would be beneficial to both businesses. It sounds like the deal may go through but it is still up to the major holder to go ahead with the deal.","[0.6,0.4]","['Yes', 'No']",[0],0.72
2616,2616,508,20b9406297a61d840e705f17738aef2f93589cff,Will there be a biological attack resulting in multiple human casualties between 4 April 2019 and 27 November 2019?,133822,2019-04-11T22:45:35Z,"20b9406297a61d840e705f17738aef2f93589cff: Yes, 0.05 probability
20b9406297a61d840e705f17738aef2f93589cff: No, 0.95 probability
20b9406297a61d840e705f17738aef2f93589cff: Biological attacks are frowned upon by everyone in the world.  While any time of violent act is often responded to in a quick manner, biological attacks are highly frowned upon by all countries of power and often met with quick punishment to those who unleashed them.  These attacks are rare and most countries will not use them.  However, biological attacks are often cheap to make and deploy, so terror groups may look to them in some regard.  With this information in mind, I would say the chance of an attack is low, but it is always a possibility given how common terror attacks have been in the last 20 years.  According to CNN, the last chemical attack was in 2018, in Syria, but was quickly met with force the US and other countries.  There has not been another documented attack since then.  For these reasons, my prediction remains low.","[0.05,0.95]","['Yes', 'No']",[0],0.005
64784,64784,880,4230ca44e0bc6c682457ae8489d99f619b870b1e,Will FEWS NET publish an alert for Yemen between 26 September 2019 and 13 November 2019?,190722,2019-10-07T17:54:47Z,"4230ca44e0bc6c682457ae8489d99f619b870b1e: Yes, 0.88 probability
4230ca44e0bc6c682457ae8489d99f619b870b1e: No, 0.12 probability
4230ca44e0bc6c682457ae8489d99f619b870b1e: Lot of Yemenis that are famine. There has been a tentative agreement between the Saudi backed Yemeni government for the last few days.  This has the potential to restore the flow of food and aid into Yemen. I will watch and see what happen in the next couple weeks.","[0.88,0.12]","['Yes', 'No']",[0],1.5488
35090,35090,683,dfbe0fd1582f1ce513ef06f4d19a11e0750dcba8,Who will be Prime Minister of the United Kingdom on 30 July 2019?,156611,2019-06-26T16:44:07Z,"dfbe0fd1582f1ce513ef06f4d19a11e0750dcba8: Michael Gove, 0.15 probability
dfbe0fd1582f1ce513ef06f4d19a11e0750dcba8: Jeremy Hunt,  0.2 probability
dfbe0fd1582f1ce513ef06f4d19a11e0750dcba8: Boris Johnson,  0.6 probability
dfbe0fd1582f1ce513ef06f4d19a11e0750dcba8: Dominic Raab,  0.03 probability
dfbe0fd1582f1ce513ef06f4d19a11e0750dcba8: Some other outcome,  0.02 probability
dfbe0fd1582f1ce513ef06f4d19a11e0750dcba8: Currently Johnson is the front runner to become the next Prime Minister. Currently the conservative members are older and richer than fellow Britons but they hold the voting power. The are in high favor of a strong Brexit plan and Johnson seems to have just that. Johnson has also agreed to tax cuts for the wealthy, appealing to many of the voters. Many also believe that Johnson has a strong track record from his time as Mayor, proving he will stand for his word. In the first round of voting Johnson received 114 votes with Hunt coming in second with just 43 votes. This is a vast difference, but with more rounds of voting it change up.  

<a target=""_blank"" href=""https://www.vox.com/world/2019/6/11/18654505/uk-prime-minister-election-boris-johnson-jeremy-hunt-rory-stewart-brexit"">https://www.vox.com/world/2019/6/11/18654505/uk-prime-minister-election-boris-johnson-jeremy-hunt-rory-stewart-brexit</a>
<a target=""_blank"" href=""https://www.wsj.com/articles/a-select-few-prepare-to-pick-next-u-k-prime-minister-11560423601"">https://www.wsj.com/articles/a-select-few-prepare-to-pick-next-u-k-prime-minister-11560423601</a>
<a target=""_blank"" href=""https://www.bbc.com/news/uk-politics-48624579"">https://www.bbc.com/news/uk-politics-48624579</a>
 [UPDATE:] 
dfbe0fd1582f1ce513ef06f4d19a11e0750dcba8: Michael Gove, 0.0 probability
dfbe0fd1582f1ce513ef06f4d19a11e0750dcba8: Jeremy Hunt,  0.0 probability
dfbe0fd1582f1ce513ef06f4d19a11e0750dcba8: Boris Johnson,  1.0 probability
dfbe0fd1582f1ce513ef06f4d19a11e0750dcba8: Dominic Raab,  0.0 probability
dfbe0fd1582f1ce513ef06f4d19a11e0750dcba8: Some other outcome,  0.0 probability
dfbe0fd1582f1ce513ef06f4d19a11e0750dcba8: The election is down to Boris Johnson and Jeremy Hunt. Currently the poles show Johnson in the lead and likely to receive 60-70 percent of the final vote. There is a month left before the final votes are tallied so much can change in this time, but currently I believe that Johnson will win. 
<a target=""_blank"" href=""https://www.lbc.co.uk/politics/parties/conservatives/tory-leadership-contest/next-prime-minister-latest-tory-leadership-odds/"">https://www.lbc.co.uk/politics/parties/conservatives/tory-leadership-contest/next-prime-minister-latest-tory-leadership-odds/</a>","[0.0, 0.0, 1.0, 0.0, 0.0]","['Michael Gove', 'Jeremy Hunt', 'Boris Johnson', 'Dominic Raab', 'Some other outcome']","[0, 0, 1, 0, 0]",0
498,498,500,566e1b15bba95879ee15fffb90866bb48caf7598,Who will win the Philippines' Bohol gubernatorial election?,134779,2019-04-16T19:01:16Z,"566e1b15bba95879ee15fffb90866bb48caf7598: Hercules Castillo, 0.07 probability
566e1b15bba95879ee15fffb90866bb48caf7598: Leoncio Evasco Jr.,  0.4 probability
566e1b15bba95879ee15fffb90866bb48caf7598: Concepcion Flores,  0.07 probability
566e1b15bba95879ee15fffb90866bb48caf7598: Roberto Reyes,  0.06 probability
566e1b15bba95879ee15fffb90866bb48caf7598: Arthur Yap,  0.4 probability
566e1b15bba95879ee15fffb90866bb48caf7598: A poll listed here from Holy Name University-Center for Research and Publications showed Yap with 53% of the vote and Evasco with 35%. There is not much information on the other candidates.
<a target=""_blank"" href=""http://www.boholchronicle.com.ph/2019/03/15/yap-leads-in-first-hnu-gubernatorial-survey-for-2019-midterm-polls/"">http://www.boholchronicle.com.ph/2019/03/15/yap-leads-in-first-hnu-gubernatorial-survey-for-2019-midterm-polls/</a>
However, this poll has apparently been marred by controversy since some questions and information was left out, although the HNU-CRP director says they still stand by it. Another poll which was discovered to be completely fake showed Evasco with 56% of the vote and Yap with 15%. All of this is shown here:
<a target=""_blank"" href=""http://www.boholchronicle.com.ph/2019/03/30/political-battles-seen-to-reach-fever-pitch-as-campaign-period-starts/"">http://www.boholchronicle.com.ph/2019/03/30/political-battles-seen-to-reach-fever-pitch-as-campaign-period-starts/</a>
So there seems to be some controversy over polls and kind of a lack of some information. I can't find too much on the other candidates polling, currently. According to the above link, ""the 45-day official campaign period for local candidates started on Friday [March 29],"" so hopefully in the coming weeks there will start to be some more reliable polling and information on more than just the two main candidates, which will allow me to update these probabilities. But both Yap and Evasco seem like strong candidates and have both served in positions of the current government. So I'm going to give them both a good chance for now and split the rest of the percentages between the other candidates, until more information and polling comes out.
 [UPDATE:] 
566e1b15bba95879ee15fffb90866bb48caf7598: Hercules Castillo, 0.02 probability
566e1b15bba95879ee15fffb90866bb48caf7598: Leoncio Evasco Jr.,  0.47 probability
566e1b15bba95879ee15fffb90866bb48caf7598: Concepcion Flores,  0.02 probability
566e1b15bba95879ee15fffb90866bb48caf7598: Roberto Reyes,  0.02 probability
566e1b15bba95879ee15fffb90866bb48caf7598: Arthur Yap,  0.47 probability
566e1b15bba95879ee15fffb90866bb48caf7598: There doesn't seem to be too much new information since my last prediction. I'm dropping the chances for Castillo, Flores, and Reyes because I can really find no good information on them and basically everything I see if just talking about Evasco and Yap. I don't really see any new polling since the ones I discussed in my prior prediction. The race between Evasco and Yap seems pretty heated, as both are receiving death threats and/or have assassination plots against them (<a target=""_blank"" href=""https://newsinfo.inquirer.net/1103715/nbi-starts-probe-on-assassination-plot-vs-evasco"">https://newsinfo.inquirer.net/1103715/nbi-starts-probe-on-assassination-plot-vs-evasco</a>, <a target=""_blank"" href=""https://visayas.politics.com.ph/heated-governor-race-yap-is-getting-death-threats-just-like-rival-evasco/"">https://visayas.politics.com.ph/heated-governor-race-yap-is-getting-death-threats-just-like-rival-evasco/</a>). Yan is running under the PDP-Laban (which is the current ruling party in the Philippines, which president Rodrigo Duterte is a member of) and Evasco under NPC-HnP which seems to also support Duterte's government, so I don't think it's too clear which of the two has a better chance. I'm still going to leave them evenly split until I can find some new/better polling.","[0.02, 0.47, 0.02, 0.02, 0.47]","['Hercules Castillo', 'Leoncio Evasco Jr.', 'Concepcion Flores', 'Roberto Reyes', 'Arthur Yap']","[0, 0, 0, 0, 1]",0.1006
23717,23717,602,1a39d8b5f308a14eec8903b87707290a22792038,"What will be the daily closing spot price of Brent crude oil (USD per barrel) on 12 June 2019, according to the U.S. EIA?",151718,2019-06-11T16:58:14Z,"1a39d8b5f308a14eec8903b87707290a22792038: Less than $62.21, 0.0 probability
1a39d8b5f308a14eec8903b87707290a22792038: Between $62.21 and $68.51, inclusive,  0.02 probability
1a39d8b5f308a14eec8903b87707290a22792038: More than $68.51 but less than $73.93,  0.43 probability
1a39d8b5f308a14eec8903b87707290a22792038: Between $73.93 and $80.23, inclusive,  0.55 probability
1a39d8b5f308a14eec8903b87707290a22792038: More than $80.23,  0.0 probability
1a39d8b5f308a14eec8903b87707290a22792038: The prices have been steadily increasing every month, so I think it could very likely be between 73.93 and 80.23 on June 12.  I have my second highest as between 68.51 and 73.93 in case it doesn't go as high as I think it will.
<a target=""_blank"" href=""https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?n=PET&s=RBRTE&f=M"">https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?n=PET&s=RBRTE&f=M</a>
 [UPDATE:] 
1a39d8b5f308a14eec8903b87707290a22792038: Less than $62.21, 0.0 probability
1a39d8b5f308a14eec8903b87707290a22792038: Between $62.21 and $68.51, inclusive,  0.02 probability
1a39d8b5f308a14eec8903b87707290a22792038: More than $68.51 but less than $73.93,  0.55 probability
1a39d8b5f308a14eec8903b87707290a22792038: Between $73.93 and $80.23, inclusive,  0.43 probability
1a39d8b5f308a14eec8903b87707290a22792038: More than $80.23,  0.0 probability
1a39d8b5f308a14eec8903b87707290a22792038: The past week has seen a decrease in the price in oil to the 68.51 to 73.93 range.  Therefore, I am increasing the percent of this range decreasing the 73.93 to 80.23 range.  
<a target=""_blank"" href=""https://markets.businessinsider.com/commodities/oil-price"">https://markets.businessinsider.com/commodities/oil-price</a>
<a target=""_blank"" href=""https://www.eia.gov/dnav/pet/hist/RBRTED.htm"">https://www.eia.gov/dnav/pet/hist/RBRTED.htm</a>
 [UPDATE:] 
1a39d8b5f308a14eec8903b87707290a22792038: Less than $62.21, 0.0 probability
1a39d8b5f308a14eec8903b87707290a22792038: Between $62.21 and $68.51, inclusive,  0.25 probability
1a39d8b5f308a14eec8903b87707290a22792038: More than $68.51 but less than $73.93,  0.55 probability
1a39d8b5f308a14eec8903b87707290a22792038: Between $73.93 and $80.23, inclusive,  0.2 probability
1a39d8b5f308a14eec8903b87707290a22792038: More than $80.23,  0.0 probability
1a39d8b5f308a14eec8903b87707290a22792038: I'm increasing the 62.21 to 68.51 range due to the drop in prices that past couple days.  I am decreasing the 73.91 to 80.23 range.
 [UPDATE:] 
1a39d8b5f308a14eec8903b87707290a22792038: Less than $62.21, 0.2 probability
1a39d8b5f308a14eec8903b87707290a22792038: Between $62.21 and $68.51, inclusive,  0.65 probability
1a39d8b5f308a14eec8903b87707290a22792038: More than $68.51 but less than $73.93,  0.15 probability
1a39d8b5f308a14eec8903b87707290a22792038: Between $73.93 and $80.23, inclusive,  0.0 probability
1a39d8b5f308a14eec8903b87707290a22792038: More than $80.23,  0.0 probability
1a39d8b5f308a14eec8903b87707290a22792038: The price of oil just keeps going down. I'm decreasing my percentages of the higher prices to reflect this.
<a target=""_blank"" href=""https://m.nasdaq.com/markets/crude-oil-brent.aspx?timeframe=7d"">https://m.nasdaq.com/markets/crude-oil-brent.aspx?timeframe=7d</a>
 [UPDATE:] 
1a39d8b5f308a14eec8903b87707290a22792038: Less than $62.21, 0.35 probability
1a39d8b5f308a14eec8903b87707290a22792038: Between $62.21 and $68.51, inclusive,  0.65 probability
1a39d8b5f308a14eec8903b87707290a22792038: More than $68.51 but less than $73.93,  0.0 probability
1a39d8b5f308a14eec8903b87707290a22792038: Between $73.93 and $80.23, inclusive,  0.0 probability
1a39d8b5f308a14eec8903b87707290a22792038: More than $80.23,  0.0 probability
1a39d8b5f308a14eec8903b87707290a22792038: Oil prices are still dropping and I don't see it being above 68.51 on June 12.  So I'm dropping that percent.
 [UPDATE:] 
1a39d8b5f308a14eec8903b87707290a22792038: Less than $62.21, 0.55 probability
1a39d8b5f308a14eec8903b87707290a22792038: Between $62.21 and $68.51, inclusive,  0.45 probability
1a39d8b5f308a14eec8903b87707290a22792038: More than $68.51 but less than $73.93,  0.0 probability
1a39d8b5f308a14eec8903b87707290a22792038: Between $73.93 and $80.23, inclusive,  0.0 probability
1a39d8b5f308a14eec8903b87707290a22792038: More than $80.23,  0.0 probability
1a39d8b5f308a14eec8903b87707290a22792038: The price has consistently been below 62.21 for the last few days.  I'm to increase that percentage for now and keep an eye on whether it goes up again.
 [UPDATE:] 
1a39d8b5f308a14eec8903b87707290a22792038: Less than $62.21, 0.2 probability
1a39d8b5f308a14eec8903b87707290a22792038: Between $62.21 and $68.51, inclusive,  0.8 probability
1a39d8b5f308a14eec8903b87707290a22792038: More than $68.51 but less than $73.93,  0.0 probability
1a39d8b5f308a14eec8903b87707290a22792038: Between $73.93 and $80.23, inclusive,  0.0 probability
1a39d8b5f308a14eec8903b87707290a22792038: More than $80.23,  0.0 probability
1a39d8b5f308a14eec8903b87707290a22792038: Oil prices seem to be going up slightly again.  I think it's more likely the price will be within this range.
 [UPDATE:] 
1a39d8b5f308a14eec8903b87707290a22792038: Less than $62.21, 0.3 probability
1a39d8b5f308a14eec8903b87707290a22792038: Between $62.21 and $68.51, inclusive,  0.7 probability
1a39d8b5f308a14eec8903b87707290a22792038: More than $68.51 but less than $73.93,  0.0 probability
1a39d8b5f308a14eec8903b87707290a22792038: Between $73.93 and $80.23, inclusive,  0.0 probability
1a39d8b5f308a14eec8903b87707290a22792038: More than $80.23,  0.0 probability
1a39d8b5f308a14eec8903b87707290a22792038: The price has been hovering just below 62.21 today, so I am increasing that percentage.","[0.3, 0.7, 0.0, 0.0, 0.0]","['Less than $62.21', 'Between $62.21 and $68.51, inclusive', 'More than $68.51 but less than $73.93', 'Between $73.93 and $80.23, inclusive', 'More than $80.23']","[1, 0, 0, 0, 0]",0.196
64139,64139,876,ed1a7387fa3fb365346411c6fb772caf48f98fbc,Will Hong Kong limit or ban cash withdrawals from banks between 19 September 2019 and 29 November 2019?,184464,2019-09-18T18:40:51Z,"ed1a7387fa3fb365346411c6fb772caf48f98fbc: Yes, 0.05 probability
ed1a7387fa3fb365346411c6fb772caf48f98fbc: No, 0.95 probability
ed1a7387fa3fb365346411c6fb772caf48f98fbc: There has been a planned 'run on the banks' for a month now.   It is a matter of face though, no way the Chinese government will allow the banks to run out of cash.  Students are claiming that over $70 million HK (around $9 million U.S.) has already been withdrawn.  The banks don't seem to be short on cash, however.  

<a target=""_blank"" href=""https://www.zerohedge.com/news/2019-08-15/hong-kong-activist-leader-calls-run-bank"">https://www.zerohedge.com/news/2019-08-15/hong-kong-activist-leader-calls-run-bank</a>
<a target=""_blank"" href=""https://beincrypto.com/hong-kong-protesters-stage-bank-run-as-unrest-continues/"">https://beincrypto.com/hong-kong-protesters-stage-bank-run-as-unrest-continues/</a>","[0.05,0.95]","['Yes', 'No']",[0],0.005
